0.1333521432163324	2.5319552561513594e-24
0.23713737056616552	1.4825900030925448e-24
0.4216965034285822	1.3337188193021501e-25
0.7498942093324559	1.2488721317782765e-26
1.333521432163324	1.20909964539098e-27
2.371373705661655	1.165723158851501e-28
4.216965034285823	1.1278114548659178e-29
7.498942093324558	1.0930268756680928e-30
13.33521432163324	1.061206317190292e-31
23.71373705661655	1.0319433150255064e-32
42.16965034285823	1.0052808911502888e-33
74.98942093324558	9.683390130308012e-35
133.35214321633242	9.348061456427904e-36
237.13737056616552	9.016430437442197e-37
421.6965034285822	8.666775446768468e-38
749.8942093324558	8.298050378151117e-39
1333.521432163324	7.670093070924875e-40
2371.373705661655	7.061027233153633e-41
4216.965034285822	6.124470030497152e-42
7498.942093324558	5.105858153297349e-43
13335.21432163324	3.819583273387611e-44
23713.737056616555	2.0988710114703183e-45
42169.65034285823	1.2838656966319352e-46
74989.4209332456	3.652945324998202e-48
