1.0e7	7.639848048527912e17
1.1513953993264457e7	6.328236778694195e17
1.3257113655901054e7	5.2269297382456e17
1.5264179671752365e7	4.305729908856841e17
1.757510624854793e7	3.538174859122305e17
2.0235896477251556e7	2.901286714340066e17
2.3299518105153717e7	2.3751426473024134e17
2.6826957952797275e7	1.9423987932601984e17
3.0888435964774847e7	1.5878922818118608e17
3.556480306223129e7	1.2983738754297744e17
4.094915062380419e7	1.0623506236232176e17
4.71486636345739e7	8.69986212721499e16
5.42867543932386e7	7.130104627743961e16
6.250551925273976e7	5.846047980814759e16
7.196856730011514e7	4.792487532600408e16
8.286427728546843e7	3.92533530930174e16
9.540954763499963e7	3.2096427330033668e16
1.0985411419875617e8	2.617741998521944e16
1.2648552168552957e8	2.1276445960092144e16
1.4563484775012442e8	1.7217391114901872e16
1.676832936811003e8	1.3857801951737978e16
1.9306977288832456e8	1.1081364107974398e16
2.2229964825261912e8	8.79244696345744e15
2.559547922699533e8	6.912090437913636e15
2.9470517025518095e8	5.374898048212596e15
3.39322177189533e8	4.12650309606942e15
3.906939937054621e8	3.1214420210641615e15
4.498432668969453e8	2.321342636595609e15
5.179474679231202e8	1.6933745300621228e15
5.963623316594636e8	1.208973293698612e15
6.866488450043026e8	8.429057720426578e14
7.906043210907701e8	5.727189494375079e14
9.10298177991519e8	3.785190660184666e14
1.0481131341546874e9	2.4295048854409894e14
1.2067926406393263e9	1.5124210743474525e14
1.389495494373136e9	9.12280448794336e13
1.5998587196060574e9	5.327912507523537e13
1.8420699693267164e9	3.0107013930692297e13
2.1209508879201925e9	1.6447072513813068e13
2.4420530945486546e9	8.671467101928817e12
2.8117686979742365e9	4.396636184034549e12
3.23745754281764e9	2.1298241627724092e12
3.727593720314938e9	9.767404054736882e11
4.2919342601287785e9	4.2007924060492804e11
4.941713361323818e9	1.684751528014454e11
5.689866029018305e9	6.310272460522984e10
6.551285568595523e9	2.2244397037616257e10
7.543120063354638e9	7.4181157855875635e9
8.685113737513521e9	2.31630688952119e9
1.0e10	6.568815953320012e8
