-11.92	0.0
-11.76	0.0
-11.6	0.0
-11.440000000000001	0.0
-11.280000000000001	0.0
-11.120000000000001	0.0
-10.96	0.0
-10.8	2.0
-10.64	0.0
-10.48	3.0
-10.32	1.0
-10.16	2.0
-10.0	14.0
-9.84	5.0
-9.68	16.0
-9.52	19.0
-9.36	34.0
-9.2	42.0
-9.04	108.0
-8.879999999999999	191.0
-8.719999999999999	286.0
-8.56	353.0
-8.4	808.0
-8.24	1984.0
-8.08	3874.0
-7.92	5039.0
-7.76	5911.0
-7.6	6687.0
-7.44	4570.0
-7.280000000000001	1397.0
-7.120000000000001	314.0
-6.960000000000001	146.0
-6.800000000000001	76.0
-6.640000000000001	41.0
-6.48	38.0
-6.32	18.0
-6.16	6.0
-6.0	3.0
-5.84	0.0
-5.68	0.0
-5.52	0.0
-5.36	0.0
-5.2	0.0
-5.04	0.0
-4.88	0.0
-4.72	0.0
-4.5600000000000005	0.0
-4.4	0.0
-4.24	0.0
-4.08	0.0
